# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,
# Mon Jun  2 17:07:37 2025,,,,,,,,,,
#,,,,,,,,,,
# User preference: *,,,,,,,,,,
#,,,,,,,,,,
# CONSTRAINT:  order by pl_name asc,,,,,,,,,,
#,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth Mass],,,,,,,,,,
# COLUMN pl_massj:       Planet Mass [Jupiter Mass],,,,,,,,,,
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass],,,,,,,,,,
# COLUMN pl_msinij:      Planet Mass*sin(i) [Jupiter Mass],,,,,,,,,,
# COLUMN pl_cmasse:      Planet Mass*sin(i)/sin(i) [Earth Mass],,,,,,,,,,
# COLUMN pl_cmassj:      Planet Mass*sin(i)/sin(i) [Jupiter Mass],,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass],,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance,,,,,,,,,,
#,,,,,,,,,,
pl_name,hostname,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov
Kepler-1498 b,Kepler-1498,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1498 b,Kepler-1498,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1498 b,Kepler-1498,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1498 b,Kepler-1498,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1498 b,Kepler-1498,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1498 b,Kepler-1498,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1499 b,Kepler-1499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1499 b,Kepler-1499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1499 b,Kepler-1499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1499 b,Kepler-1499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1499 b,Kepler-1499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1499 b,Kepler-1499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1499 b,Kepler-1499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1499 b,Kepler-1499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1499 b,Kepler-1499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1499 b,Kepler-1499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-15 b,Kepler-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-15 b,Kepler-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-15 b,Kepler-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-15 b,Kepler-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-15 b,Kepler-15,209.76,0.66,NULL,NULL,NULL,NULL,209.76,0.66,Mass
Kepler-15 b,Kepler-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-15 b,Kepler-15,221.20968,0.696,NULL,NULL,NULL,NULL,221.20968,0.696,Mass
Kepler-15 b,Kepler-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-15 b,Kepler-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-15 b,Kepler-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-15 b,Kepler-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-15 b,Kepler-15,201.18639,0.633,NULL,NULL,NULL,NULL,201.18639,0.633,Mass
Kepler-15 b,Kepler-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-15 b,Kepler-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-15 b,Kepler-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 b,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 b,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 b,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 b,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 b,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 b,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 b,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 b,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 b,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 b,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 b,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 c,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 c,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 c,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 c,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 c,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 c,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 c,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 c,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 c,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 c,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 c,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 c,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 d,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 d,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 d,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 d,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 d,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 d,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 d,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 d,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 d,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 d,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 d,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 d,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 e,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 e,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 e,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 e,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 e,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 e,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 e,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 e,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 e,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 e,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 e,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 e,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-150 f,Kepler-150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1500 b,Kepler-1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1500 b,Kepler-1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1500 b,Kepler-1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1500 b,Kepler-1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1500 b,Kepler-1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1500 b,Kepler-1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1500 b,Kepler-1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1500 b,Kepler-1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1501 b,Kepler-1501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1501 b,Kepler-1501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1501 b,Kepler-1501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1501 b,Kepler-1501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1501 b,Kepler-1501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1501 b,Kepler-1501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1501 b,Kepler-1501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1501 b,Kepler-1501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1501 b,Kepler-1501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1502 b,Kepler-1502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1502 b,Kepler-1502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1502 b,Kepler-1502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1502 b,Kepler-1502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1502 b,Kepler-1502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1502 b,Kepler-1502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1502 b,Kepler-1502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1502 b,Kepler-1502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1502 b,Kepler-1502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1503 b,Kepler-1503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1503 b,Kepler-1503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1503 b,Kepler-1503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1503 b,Kepler-1503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1503 b,Kepler-1503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1503 b,Kepler-1503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1503 b,Kepler-1503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1503 b,Kepler-1503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1503 b,Kepler-1503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1504 b,Kepler-1504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1504 b,Kepler-1504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1504 b,Kepler-1504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1504 b,Kepler-1504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1504 b,Kepler-1504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1504 b,Kepler-1504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1504 b,Kepler-1504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1504 b,Kepler-1504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1504 b,Kepler-1504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1505 b,Kepler-1505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1505 b,Kepler-1505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1505 b,Kepler-1505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1505 b,Kepler-1505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1505 b,Kepler-1505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1505 b,Kepler-1505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1505 b,Kepler-1505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1505 b,Kepler-1505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1505 b,Kepler-1505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1505 b,Kepler-1505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1506 b,Kepler-1506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1506 b,Kepler-1506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1506 b,Kepler-1506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1506 b,Kepler-1506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1506 b,Kepler-1506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1506 b,Kepler-1506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1506 b,Kepler-1506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1506 b,Kepler-1506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1507 b,Kepler-1507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1507 b,Kepler-1507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1507 b,Kepler-1507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1507 b,Kepler-1507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1507 b,Kepler-1507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1507 b,Kepler-1507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1507 b,Kepler-1507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1507 b,Kepler-1507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1507 b,Kepler-1507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1507 b,Kepler-1507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1508 b,Kepler-1508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1508 b,Kepler-1508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1508 b,Kepler-1508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1508 b,Kepler-1508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1508 b,Kepler-1508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1508 b,Kepler-1508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1508 b,Kepler-1508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1509 b,Kepler-1509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1509 b,Kepler-1509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1509 b,Kepler-1509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1509 b,Kepler-1509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1509 b,Kepler-1509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1509 b,Kepler-1509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1509 b,Kepler-1509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1509 b,Kepler-1509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1509 b,Kepler-1509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 b,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 b,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 b,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 b,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 b,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 b,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 b,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 b,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 b,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 b,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 b,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 c,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 c,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 c,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 c,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 c,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 c,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 c,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 c,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 c,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 c,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-151 c,Kepler-151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1510 b,Kepler-1510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1510 b,Kepler-1510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1510 b,Kepler-1510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1510 b,Kepler-1510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1510 b,Kepler-1510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1510 b,Kepler-1510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1510 b,Kepler-1510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1510 b,Kepler-1510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1510 b,Kepler-1510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1511 b,Kepler-1511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1511 b,Kepler-1511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1511 b,Kepler-1511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1511 b,Kepler-1511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1511 b,Kepler-1511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1511 b,Kepler-1511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1511 b,Kepler-1511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1511 b,Kepler-1511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1511 b,Kepler-1511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1512 b,Kepler-1512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1512 b,Kepler-1512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1512 b,Kepler-1512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1512 b,Kepler-1512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1512 b,Kepler-1512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1512 b,Kepler-1512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1512 b,Kepler-1512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1512 b,Kepler-1512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1512 b,Kepler-1512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1512 b,Kepler-1512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1513 b,Kepler-1513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1513 b,Kepler-1513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1513 b,Kepler-1513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1513 b,Kepler-1513,48.30991786,0.152,NULL,NULL,NULL,NULL,48.30991786,0.152,Mass
Kepler-1513 b,Kepler-1513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1513 b,Kepler-1513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1513 b,Kepler-1513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1513 b,Kepler-1513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1513 b,Kepler-1513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1513 b,Kepler-1513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1513 b,Kepler-1513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1513 c,Kepler-1513,84.54235626,0.266,NULL,NULL,NULL,NULL,84.54235626,0.266,Mass
Kepler-1514 b,Kepler-1514,1678.1424,5.28,NULL,NULL,NULL,NULL,1678.1424,5.28,Mass
Kepler-1514 b,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 b,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 b,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 b,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 b,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 b,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 b,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 b,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 b,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 b,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 b,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 c,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 c,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 c,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 c,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 c,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 c,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-1514 c,Kepler-1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
